accountId,type,amount,daysAgo,description,reference
ACC-CA-025,DEBIT,114.40,140,Electricity and internet,bills-25-1
ACC-CA-025,DEBIT,198.65,132,Groceries - Marche Demo,groceries-25-1
ACC-CA-025,DEBIT,12.99,127,Music subscription,music-25-1
ACC-CA-025,DEBIT,325.00,121,Savings transfer to SA_025,demo-savings-025-1
SA_025,CREDIT,325.00,121,Savings transfer from ACC-CA-025,demo-savings-025-1
ACC-CA-025,CREDIT,3225.00,118,Monthly salary - Atelier Demo,salary-25-2
ACC-CA-025,DEBIT,920.00,115,Monthly rent,rent-25-2
ACC-CA-025,DEBIT,114.40,110,Electricity and internet,bills-25-2
ACC-CA-025,DEBIT,201.65,102,Groceries - Marche Demo,groceries-25-2
ACC-CA-025,DEBIT,12.99,97,Music subscription,music-25-2
ACC-CA-025,DEBIT,325.00,91,Savings transfer to SA_025,demo-savings-025-2
SA_025,CREDIT,325.00,91,Savings transfer from ACC-CA-025,demo-savings-025-2
ACC-CA-025,CREDIT,3225.00,88,Monthly salary - Atelier Demo,salary-25-3
ACC-CA-025,DEBIT,920.00,85,Monthly rent,rent-25-3
ACC-CA-025,DEBIT,114.40,80,Electricity and internet,bills-25-3
ACC-CA-025,DEBIT,204.65,72,Groceries - Marche Demo,groceries-25-3
ACC-CA-025,DEBIT,12.99,67,Music subscription,music-25-3
ACC-CA-025,DEBIT,325.00,61,Savings transfer to SA_025,demo-savings-025-3
SA_025,CREDIT,325.00,61,Savings transfer from ACC-CA-025,demo-savings-025-3
ACC-CA-025,CREDIT,3225.00,58,Monthly salary - Atelier Demo,salary-25-4
ACC-CA-025,DEBIT,920.00,55,Monthly rent,rent-25-4
ACC-CA-025,DEBIT,114.40,50,Electricity and internet,bills-25-4
ACC-CA-025,DEBIT,207.65,42,Groceries - Marche Demo,groceries-25-4
ACC-CA-025,DEBIT,12.99,37,Music subscription,music-25-4
ACC-CA-025,DEBIT,325.00,31,Savings transfer to SA_025,demo-savings-025-4
SA_025,CREDIT,325.00,31,Savings transfer from ACC-CA-025,demo-savings-025-4
ACC-CA-025,CREDIT,3225.00,28,Monthly salary - Atelier Demo,salary-25-5
ACC-CA-025,DEBIT,920.00,25,Monthly rent,rent-25-5
ACC-CA-025,DEBIT,114.40,20,Electricity and internet,bills-25-5
ACC-CA-025,DEBIT,210.65,12,Groceries - Marche Demo,groceries-25-5
ACC-CA-025,DEBIT,12.99,7,Music subscription,music-25-5
ACC-CA-025,DEBIT,325.00,1,Savings transfer to SA_025,demo-savings-025-5
SA_025,CREDIT,325.00,1,Savings transfer from ACC-CA-025,demo-savings-025-5
